chr1_GL456221_random	136050	136150	B3-1-2	328	0.000220930765147902	+	Csprs, 
chr10	75279150	75279250	N3-2-36	137	0.000100600888371933	-	Specc1l, 
chr10	75279150	75279250	B3-2-36	1248	0.00100133270322119	-	Specc1l, 
chr10	75374850	75374950	N3-1-5	308	0.000278918556687027	+	No results within 20000 bp window
chr10	75434850	75434950	N3-2-2	690	0.000703378254398663	-	Upb1, 4933407G14Rik, 
chr10	75447550	75447650	B3-2-22	164	0.000223978847656143	-	4933407G14Rik, Upb1, 
chr10	75528850	75528950	B3-9	9696	0.00784735851728952	+	Snrpd3, Gucd1, 
chr10	75695450	75695550	B3-1-2	182	0.000122589631880848	+	Cabin1, 
chr10	75817550	75817650	N3-4	65	0.000108681839766184	-	Gstt4, Gstt2, Gstt1, 
chr10	75899550	75899650	N3-1-3	434	0.000388547343240395	-	Smarcb1, Derl3, 
chr10	75938850	75938950	N3-4	82	0.000137106320935801	+	Gm867, Chchd10, Mmp11, Vpreb3, Gm5134, Smarcb1, 
chr10	76065450	76065550	N3-1-3	197	0.000176368264097599	-	Slc5a4b, 
chr10	76130250	76130350	B3-2-36	210	0.000168493483715105	+	Slc5a4a, Slc5a4b, 
chr10	76218950	76219050	N3-1	202	0.000227665660579804	-	Prmt2, Mir678, 
chr10	76391050	76391150	B3-1-3	126	0.000117657605163488	+	Pcnt, 1700094J05Rik, 
chr10	76478050	76478150	N3-1	250	0.000281764431410648	+	Mcm3ap, Ybey, 2610028H24Rik, 
chr10	76497550	76497650	N3-1-5	341	0.000308802687760637	-	Mcm3ap, 
chr10	76498250	76498350	N3-2-7	153	0.00015439760713983	+	Mcm3ap, 
chr10	76536850	76536950	B3-2-2	64	0.000101431772868903	+	Lss, 4930483K19Rik, 
chr10	76636250	76636350	B3-1-13	69	0.000126603878482295	+	Col6a2, 
chr10	76768050	76768150	N3-10	180	0.000184933280182139	-	Pcbp3, 
chr10	76804450	76804550	N3-1-5	217	0.000196510801302224	+	Pcbp3, 
chr10	76818050	76818150	B3-2-21	96	0.000157604930407573	-	Pcbp3, 
chr10	76823550	76823650	B3-21	298	0.000365757264822988	-	Pcbp3, 
chr10	76888050	76888150	N3-10	164	0.000168494766388171	+	Pcbp3, 
chr10	76902150	76902250	B3-2-21	99	0.00016253008448281	+	Pcbp3, 
chr10	76915050	76915150	B3-2-2	96	0.000152147659303354	-	Pcbp3, 
chr10	77033550	77033650	B3-1-15	94	0.000123886340871949	-	Slc19a1, Gm10787, Col18a1, 
chr10	77121650	77121750	B3-14	307	0.000830890731102649	+	Col18a1, Col18a1, 
chr10	77166750	77166850	N3-18	93	0.000103308998324839	-	Col18a1, 
chr10	77248850	77248950	B3-2-21	122	0.000200289599059624	-	Gm10941, Pofut2, 
chr10	77250850	77250950	N3-2-36	233	0.000171094941537666	+	Gm10941, Pofut2, 
chr10	77292350	77292450	B3-2-2	70	0.000110941001575362	+	Adarb1, 
chr10	77367350	77367450	B3-9	151	0.000122210306942112	+	Adarb1, 
chr10	77367350	77367450	N3-9	275	0.000284195427243904	+	Adarb1, 
chr10	77461050	77461150	B3-14	306	0.000828184246636516	-	No results within 20000 bp window
chr10	77475450	77475550	B3-1	110	0.000171434092942214	+	Fam207a, 
chr10	77510950	77511050	B3-2-21	139	0.000228198805485965	+	Fam207a, Itgb2, 
chr10	77524250	77524350	N3-1-5	623	0.000564176171480578	-	Itgb2, Fam207a, 
chr10	77671150	77671250	B3-1	101	0.000157407667156033	+	Gm19402, 
chr10	77901950	77902050	N3-2-36	340	0.000249666438295307	-	Lrrc3, Trpm2, 1700009J07Rik, 
chr10	77987750	77987850	B3-1-15	266	0.000350571985871685	+	Pfkl, 1810043G02Rik, Trpm2, 
chr10	78102650	78102750	B3-2-22	85	0.000116086597870562	-	No results within 20000 bp window
chr10	78168250	78168350	B3-1-2	154	0.000103729688514564	-	D10Jhu81e, Pwp2, Trappc10, 
chr10	78232650	78232750	N3-2-22	293	0.000239542890031827	-	Trappc10, 
chr10	78254250	78254350	N3-2-2	532	0.000542314828029114	+	Trappc10, Agpat3, 
chr10	78282350	78282450	N3-1-2	722	0.000479963198389664	-	Agpat3, 
chr10	78296750	78296850	B3-1	83	0.000129354815583671	-	Agpat3, 
chr10	78297250	78297350	N3-18	620	0.000688726655498927	-	Agpat3, 
chr10	78297250	78297350	B3-18	273	0.000372736445295807	-	Agpat3, 
chr10	78316950	78317050	N3-1-15	96	0.000119210232211598	-	Agpat3, 
chr10	78328950	78329050	N3-10	259	0.000266098442039855	+	Agpat3, 
chr10	78342150	78342250	B3-2-36	175	0.000140411236429254	-	Agpat3, 
chr10	78403550	78403650	N3-8	228	0.000249618729287393	-	Rrp1, 
chr10	78444350	78444450	B3-1-2	281	0.000189273003068782	-	Pdxk, Cstb, 
chr10	78517650	78517750	N3-1-5	118	0.000106858408081394	-	No results within 20000 bp window
chr10	78526550	78526650	N3-2-21	519	0.000678193783092982	+	No results within 20000 bp window
chr10	78597650	78597750	B3-1-2	264	0.000177822323167824	-	Syde1, Ilvbl, Olfr1357, 
chr10	78915350	78915450	N3-2-22	374	0.000305764644614005	+	Olfr1354, 
chr10	78967050	78967150	N3-1-2	408	0.000271225740918259	+	Olfr1353, Olfr8, Olfr1352, 
chr10	78984550	78984650	N3-4	65	0.000108681839766184	+	Olfr1352, Olfr1353, 
chr10	78985250	78985350	N3-1	274	0.00030881381682607	-	Olfr1352, Olfr1353, 
chr10	79010350	79010450	B3-1-13	62	0.000113760006752207	-	Olfr1351, 
chr10	79076750	79076850	B3-1-2	517	0.000348235382870322	-	2610008E11Rik, 
chr10	79093250	79093350	N3-1-3	307	0.000274848005471893	+	2610008E11Rik, 
chr10	79164750	79164850	B3-1-2	150	0.000101035410890809	-	Vmn2r80, 
chr10	79304950	79305050	B3-8	113	0.000120801222123514	-	Vmn2r81, 
chr10	79386850	79386950	N3-2-7	160	0.000161461549950149	-	Vmn2r82, 
chr10	79470550	79470650	B3-1-3	166	0.00015500922585031	+	Vmn2r83, 
chr10	79512650	79512750	N3-9	149	0.000153982249670333	-	Ppap2c, 
chr10	79549850	79549950	B3-9	874	0.000707362968658317	+	Mier2, Ppap2c, 
chr10	79552050	79552150	B3-9	247	0.000199906925925177	-	Mier2, Ppap2c, 
chr10	79558850	79558950	N3-4	120	0.000200643396491416	-	Mier2, Theg, 
chr10	79638450	79638550	B3-1-3	114	0.000106452118957442	-	Shc2, Odf3l2, 
chr10	79655750	79655850	B3-1-3	153	0.000142869949127093	+	Madcam1, Odf3l2, Tpgs1, Shc2, 
chr10	79721450	79721550	N3-10	515	0.000529114662743341	-	Hcn2, Bc1, Bsg, Polrmt, 
chr10	79739350	79739450	B3-1-3	136	0.000126995510335193	+	Bc1, Polrmt, Hcn2, Fgf22, Rnf126, 
chr10	79745750	79745850	N3-18	131	0.000145521277210257	+	Polrmt, Bc1, Fgf22, Hcn2, Rnf126, 
chr10	79788350	79788450	B3-2-22	117	0.000159789787657127	+	Prss57, Bc1, Palm, Fstl3, 
chr10	79837750	79837850	N3-8	238	0.000260566919168419	+	Bc1, 9130017N09Rik, E130317F20Rik, Ptbp1, Palm, 
chr10	79869150	79869250	B3-1-15	177	0.000233275343982287	-	BC005764, Bc1, Ptbp1, Prtn3, E130317F20Rik, Elane, 
chr10	79888550	79888650	N3-1-2	381	0.000253276978651609	+	Bc1, Elane, Cfd, Prtn3, Med16, BC005764, 
chr10	79957150	79957250	N3-2-36	288	0.000211482159497201	+	Bc1, Arid3a, Wdr18, Grin3b, Tmem259, 
chr10	80032550	80032650	B3-1-11	295	0.000374673113584377	-	Bc1, Hmha1, Polr2e, Abca7, 
chr10	80057150	80057250	B3-2-36	170	0.00013639948681699	+	Bc1, Sbno2, Gpx4, Polr2e, 
chr10	80072750	80072850	N3-8	228	0.000249618729287393	-	Sbno2, Bc1, Gpx4, 
chr10	80084750	80084850	B3-2-22	144	0.00019666435403954	-	Bc1, Sbno2, 
chr10	80099050	80099150	B3-1	127	0.000197928452760556	-	Sbno2, Bc1, Stk11, 
chr10	80124750	80124850	B3-1-13	130	0.000238529046415918	-	Bc1, Stk11, Dos, Atp5d, 
chr10	80213550	80213650	B3-1-5	461	0.000401693210949059	+	Bc1, Mum1, 
chr10	80232150	80232250	B3-1-2	18034	0.012147150666699	+	Mum1, Bc1, Ndufs7, 
chr10	80232150	80232250	N3-1-2	10955	0.00728254409744981	+	Bc1, Mum1, Ndufs7, 
chr10	80271650	80271750	B3-9	1681	0.0013605001719847	+	Bc1, Dazap1, Gamt, Ndufs7, 
chr10	80271650	80271750	N3-9	683	0.000705838097482132	+	Bc1, Dazap1, Gamt, Ndufs7, 
chr10	80393850	80393950	B3-2-22	199	0.000271779211485198	-	Mbd3, Mex3d, Uqcr11, Tcf3, 
chr10	80421750	80421850	B3-1	155	0.00024156622187312	+	Tcf3, Uqcr11, 
chr10	80444750	80444850	N3-1	161	0.000181456293828457	+	Tcf3, 
chr10	80795850	80795950	B3-2-2	177	0.000280522246840559	-	Plekhj1, Dot1l, Sf3a2, Amh, Jsrp1, 
chr10	80897350	80897450	B3-1-3	186	0.00017368503619372	-	Tmprss9, Timm13, Lmnb2, 
chr10	80908650	80908750	B3-1-3	206	0.000192360846537131	-	Lmnb2, Timm13, Tmprss9, 
chr10	80965650	80965750	N3-2-36	174	0.000127770471362892	+	Gng7, 
chr10	81070650	81070750	N3-1-5	424	0.000383965805309414	+	Thop1, Sgta, Creb3l3, 
chr10	81118950	81119050	B3-1-15	181	0.000238547103168327	+	Map2k2, Zbtb7a, 
chr10	81118950	81119050	B3-2-21	408	0.000669820954232185	+	Map2k2, Zbtb7a, 
chr10	81163450	81163550	B3-2-2	82	0.000129959458988281	+	Pias4, Zbtb7a, Eef2, Snord37, Dapk3, Dapk3, 
chr10	81228250	81228350	B3-2-7	80	0.000124342925353833	-	Atcay, Zfr2, 2310050B05Rik, 
chr10	81382750	81382850	B3-2-2	66	0.000104601515771056	+	Dohh, Fzr1, 2210404O07Rik, Nfic, 4930404N11Rik, Mfsd12, 
chr10	81382750	81382850	N3-2-2	244	0.000248730860975759	+	Dohh, Fzr1, 2210404O07Rik, Nfic, 4930404N11Rik, Mfsd12, 
chr10	81484050	81484150	B3-2-22	88	0.000120183771913053	-	Celf5, Ncln, S1pr4, Gna15, 
chr10	81532650	81532750	N3-10	199	0.000204454015312476	-	Gna11, Gna15, 
chr10	82072950	82073050	N3-8	175	0.000191593322917955	-	Zfp873, 
chr10	82092050	82092150	N3-8	240	0.000262756557144624	-	No results within 20000 bp window
chr10	82092050	82092150	B3-8	576	0.000615765521620746	-	No results within 20000 bp window
chr10	82096850	82096950	B3-1-13	116	0.000212841302955742	-	No results within 20000 bp window
chr10	82142850	82142950	B3-2-36	172	0.000138004186661895	-	AU041133, 
chr10	82166450	82166550	B3-2-2	77	0.000122035101732898	-	AU041133, 
chr10	82192850	82192950	B3-14	329	0.000890433389357562	-	No results within 20000 bp window
chr10	82197450	82197550	N3-1-13	385	0.000531788522208041	+	No results within 20000 bp window
chr10	82226650	82226750	N3-2-7	255	0.00025732934523305	-	Zfp938, 
chr10	82227950	82228050	N3-2-22	2330	0.00190489738489474	+	Zfp938, 
chr10	82258850	82258950	N3-1-5	286	0.000258995802637954	-	Zfp938, 
chr10	82315250	82315350	B3-21	104	0.000127646830676479	+	No results within 20000 bp window
chr10	82315250	82315350	B3-14	119	0.000322071651469756	+	No results within 20000 bp window
chr10	82534150	82534250	B3-2-22	153	0.000208955876167012	+	No results within 20000 bp window
chr10	82725150	82725250	N3-9	124	0.000128146301739069	+	Hcfc2, 
chr10	82745050	82745150	N3-4	83	0.000138778349239896	-	Nfyb, Hcfc2, 
chr10	82747950	82748050	B3-2-21	578	0.000948913018495595	+	Nfyb, Hcfc2, 
chr10	82801550	82801650	N3-10	118	0.000121234039230513	+	1700028I16Rik, 
chr10	82839450	82839550	N3-9	426	0.000440244552748738	-	Txnrd1, 1700028I16Rik, Txnrd1, 
chr10	82861550	82861650	N3-1-3	1057	0.00094630078756935	+	Txnrd1, Eid3, 
chr10	82973750	82973850	N3-2-2	305	0.000310913576219699	+	Chst11, 
chr10	83045350	83045450	N3-2-36	708	0.000519893642097286	+	Chst11, 
chr10	83142250	83142350	B3-1	110	0.000171434092942214	-	Chst11, 
chr10	83166950	83167050	B3-8	237	0.000253361855250203	-	Chst11, 
chr10	83289850	83289950	B3-1	76	0.00011844537330553	-	Slc41a2, 
chr10	83292650	83292750	B3-1-2	249	0.000167718782078743	-	Slc41a2, 
chr10	83293750	83293850	B3-2-21	88	0.000144471186206942	-	Slc41a2, 
chr10	83341250	83341350	B3-8	129	0.000137905819946313	+	Slc41a2, D10Wsu102e, 
chr10	83517350	83517450	B3-18	76	0.000103765457298466	+	Aldh1l2, 
chr10	83527750	83527850	N3-2-21	697	0.000910792036253966	-	Aldh1l2, A230046K03Rik, 
chr10	83569250	83569350	N3-2-2	140	0.000142714428428714	+	A230046K03Rik, 
chr10	83582550	83582650	B3-18	127	0.000173397540485595	-	A230046K03Rik, Appl2, 
chr10	83583450	83583550	N3-18	138	0.000153297223320729	-	A230046K03Rik, Appl2, 
chr10	83584050	83584150	B3-2-2	131	0.000207618160091035	-	A230046K03Rik, Appl2, 
chr10	83589250	83589350	B3-2-22	78	0.000106526525104751	-	A230046K03Rik, Appl2, 
chr10	83626050	83626150	B3-2-36	294	0.000235890877201147	+	Appl2, 
chr10	83690850	83690950	B3-1-3	262	0.000244653115498681	-	No results within 20000 bp window
chr10	83851350	83851450	N3-1-15	427	0.000530237178691171	+	No results within 20000 bp window
chr10	83855650	83855750	N3-2-36	529	0.000388451605465345	+	No results within 20000 bp window
chr10	83935650	83935750	B3-2-2	139	0.000220297131699648	-	No results within 20000 bp window
chr10	83964450	83964550	B3-1-15	249	0.000328167009331014	-	No results within 20000 bp window
chr10	84039650	84039750	N3-10	166	0.000170549580612417	-	No results within 20000 bp window
chr10	84180850	84180950	N3-10	121	0.000124316260566882	+	No results within 20000 bp window
chr10	84181450	84181550	N3-2-2	394	0.000401639177149381	+	No results within 20000 bp window
chr10	84218050	84218150	N3-18	110	0.000122193438878842	-	No results within 20000 bp window
chr10	84276350	84276450	N3-1	588	0.000662709942677844	+	No results within 20000 bp window
chr10	84277250	84277350	B3-1	92	0.000143381241369852	+	No results within 20000 bp window
chr10	84356150	84356250	N3-2-2	837	0.000853228404248812	+	Nuak1, 
chr10	84358650	84358750	B3-1-13	101	0.000185318720676982	+	Nuak1, 
chr10	84467450	84467550	N3-1-3	287	0.000256942597949294	+	No results within 20000 bp window
chr10	84668150	84668250	N3-18	143	0.000158851470542494	+	Polr3b, 
chr10	84687050	84687150	B3-18	81	0.000110592132120734	-	Polr3b, 
chr10	84703650	84703750	N3-1	588	0.000662709942677844	+	Polr3b, 
chr10	84711450	84711550	B3-1-11	551	0.000699813171474548	+	Polr3b, 
chr10	84711450	84711550	B3-8	128	0.000136836782582388	-	Polr3b, 
chr10	84754750	84754850	B3-8	263	0.00028115682671225	-	Rfx4, 
chr10	84796650	84796750	N3-1-11	256	0.000272005049093724	+	Rfx4, 
chr10	84847050	84847150	B3-2-2	94	0.000148977916401201	+	Rfx4, 
chr10	84911550	84911650	B3-2-36	393	0.000315323519523982	+	Rfx4, Rfx4, Ric8b, 
chr10	84935550	84935650	N3-8	411	0.000449970604110169	-	Ric8b, 
chr10	84988550	84988650	B3-10	195	0.000143972428172525	+	Ric8b, 
chr10	85001250	85001350	N3-18	110	0.000122193438878842	+	Ric8b, 
chr10	85009950	85010050	N3-18	116	0.000128858535544961	+	Ric8b, 
chr10	85010750	85010850	B3-18	2220	0.00303104362108678	+	Ric8b, 
chr10	85010750	85010850	N3-18	728	0.000808698395489063	+	Ric8b, 
chr10	85025050	85025150	B3-18	89	0.000121514811836362	-	Ric8b, 
chr10	85096950	85097050	N3-1-5	435	0.000393927182333951	+	Fhl4, AI597468, 
chr10	85132050	85132150	B3-18	105	0.000143360171267618	-	Cry1, Mterfd3, AI597468, 
chr10	85269450	85269550	N3-2-21	92	0.000120219321858486	+	No results within 20000 bp window
chr10	85519050	85519150	N3-8	449	0.000491573725658068	+	Btbd11, 
chr10	85595550	85595650	N3-2-22	1287	0.00105219010058349	-	Btbd11, Btbd11, 
chr10	85629450	85629550	N3-1-15	218	0.000270706568980504	-	Btbd11, 
chr10	85880250	85880350	B3-1-13	70	0.000128438717300879	-	Pwp1, Prdm4, 
chr10	85887350	85887450	B3-18	162	0.000221184264241468	+	Pwp1, Prdm4, 
chr10	85898350	85898450	B3-2-2	115	0.000182260216873809	+	Prdm4, Pwp1, 
chr10	86086150	86086250	N3-2-36	329	0.0002415889947034	-	Syn3, 4930486F22Rik, 
chr10	86098350	86098450	N3-8	281	0.000307644135656831	-	4930486F22Rik, Syn3, 
chr10	86108350	86108450	N3-1	280	0.000315576163179926	-	4930486F22Rik, Syn3, 
chr10	86112650	86112750	N3-1	387	0.000436171339823683	+	4930486F22Rik, Syn3, 
chr10	86165150	86165250	N3-2-21	720	0.000940846866718588	-	Syn3, 
chr10	86210550	86210650	N3-4	125	0.000209003538011891	-	Syn3, 
chr10	86213650	86213750	B3-1-13	119	0.000218345819411494	+	Syn3, 
chr10	86622850	86622950	B3-2-22	170	0.000232173195741124	-	No results within 20000 bp window
chr10	86689950	86690050	N3-1-3	154	0.000137871637924011	-	1810014B01Rik, Hsp90b1, BC030307, 
chr10	86718850	86718950	B3-2-2	85	0.000134714073341511	+	BC030307, Hsp90b1, 
chr10	86738050	86738150	N3-2-22	843	0.00068919677917007	-	BC030307, BC030307, BC030307, 
chr10	86823250	86823350	N3-14	141	0.000436541968401792	+	Nt5dc3, Stab2, 
chr10	86906550	86906650	B3-2-22	159	0.000217150224251993	+	Stab2, 
chr10	86931050	86931150	N3-1-3	252	0.000225608134784746	+	Stab2, 
chr10	86976950	86977050	B3-1-2	324	0.000218236487524147	+	Stab2, 
chr10	87062250	87062350	B3-1-11	164	0.000208292849585891	+	1700113H08Rik, 
chr10	87090250	87090350	N3-2-22	614	0.00050197725078342	-	1700113H08Rik, 
chr10	87287750	87287850	B3-4	188	0.000179231459315889	+	No results within 20000 bp window
chr10	87287750	87287850	N3-4	72	0.000120386037894849	+	No results within 20000 bp window
chr10	87410550	87410650	N3-4	68	0.000113697924678469	-	No results within 20000 bp window
chr10	87422550	87422650	B3-1-11	564	0.000716324190039284	+	No results within 20000 bp window
chr10	87489650	87489750	N3-1	616	0.000694267558995837	-	Ascl1, 
chr10	87578450	87578550	B3-2-2	118	0.000187014831227039	+	Pah, 
chr10	87601250	87601350	B3-2-22	117	0.000159789787657127	+	Pah, 
chr10	87631750	87631850	N3-1-3	368	0.000329459498415819	-	No results within 20000 bp window
chr10	87665650	87665750	B3-1-2	208	0.000140102436435255	+	No results within 20000 bp window
chr10	87692850	87692950	B3-2-36	168	0.000134794786972084	+	No results within 20000 bp window
chr10	87696050	87696150	N3-2-36	303	0.000222496855304347	-	No results within 20000 bp window
chr10	87845750	87845850	B3-2-21	128	0.000210139907210097	+	Igf1, Igf1, 
chr10	87872250	87872350	N3-1-2	232	0.000154226401698618	+	Igf1, 
chr10	87887750	87887850	B3-1	87	0.000135588782599751	-	Igf1, 
chr10	87965950	87966050	N3-18	284	0.000315481242196283	-	Tyms-ps, 
chr10	88006450	88006550	N3-2-36	214	0.000157142993515281	-	No results within 20000 bp window
chr10	88008150	88008250	B3-1	109	0.000169875601188194	+	No results within 20000 bp window
chr10	88041850	88041950	N3-2-7	214	0.000215954823058324	+	No results within 20000 bp window
chr10	88082550	88082650	N3-21	949	0.00135136674584052	+	Pmch, Parpbp, 
chr10	88111450	88111550	N3-1-15	247	0.000306717993294424	-	Parpbp, Pmch, 
chr10	88138950	88139050	B3-1-2	356	0.000239790708514187	+	Parpbp, Nup37, Nup37, 
chr10	88167150	88167250	B3-2-22	173	0.000236270369783615	-	Nup37, 
chr10	88246350	88246450	N3-1	133	0.000149898677510465	-	Ccdc53, 
chr10	88279950	88280050	N3-2-21	84	0.000109765467783835	+	No results within 20000 bp window
chr10	88289650	88289750	B3-14	467	0.00126392824568383	+	No results within 20000 bp window
chr10	88403450	88403550	B3-1-3	140	0.000130730672403876	-	Gnptab, 
chr10	88415450	88415550	N3-1	140	0.000157788081589963	+	Gnptab, 
chr10	88491050	88491150	B3-1-13	115	0.000211006464137158	+	Chpt1, Sycp3, 
chr10	88538850	88538950	N3-2-21	427	0.000557974461234496	-	Mybpc1, 
chr10	88540750	88540850	B3-1-2	298	0.000200723682969741	-	Mybpc1, 
chr10	88541350	88541450	B3-2-2	144	0.000228221488955031	-	Mybpc1, 
chr10	88555850	88555950	B3-1-11	89	0.00011303697325088	-	Mybpc1, 
chr10	88679250	88679350	N3-2-36	20487	0.0150438715333999	-	Spic, 
chr10	88679250	88679350	B3-2-36	34487	0.0276706417756325	-	Spic, 
chr10	88752250	88752350	N3-2-21	93	0.000121526053617818	-	Utp20, Arl1, 
chr10	88813450	88813550	B3-1-13	73	0.000133943233756631	+	Utp20, 
chr10	88813550	88813650	B3-21	479	0.000587911845134937	-	Utp20, 
chr10	88831050	88831150	B3-2-22	104	0.000142035366806335	+	Utp20, 
chr10	88832850	88832950	B3-1-2	281	0.000189273003068782	-	Utp20, 
chr10	88845850	88845950	B3-1-2	372	0.000250567819009206	+	Utp20, 
chr10	88871150	88871250	N3-2-21	166	0.000216917472049008	-	Slc5a8, 
chr10	89068350	89068450	N3-1-5	205	0.000185643844548184	-	Ano4, 
chr10	89099450	89099550	N3-10	245	0.000251714742470133	+	Ano4, 
chr10	89282350	89282450	N3-2-22	2756	0.00225317476084545	-	No results within 20000 bp window
chr10	89301150	89301250	B3-2-2	65	0.000103016644319979	+	No results within 20000 bp window
chr10	89442650	89442750	N3-2-21	1549	0.00202412749520429	+	Gas2l3, Nr1h4, 
chr10	89588050	89588150	B3-21	137	0.000168150151948823	+	Slc17a8, 
chr10	89667850	89667950	B3-8	168	0.000179598277139384	-	Scyl2, 
chr10	89688650	89688750	B3-2-21	140	0.000229840523511044	+	Scyl2, 
chr10	89753850	89753950	B3-1-13	151	0.000277060661606181	+	Uhrf1bp1l, 
chr10	89753850	89753950	N3-1-13	197	0.000272109971103855	+	Uhrf1bp1l, 
chr10	89759950	89760050	B3-1-13	171	0.000313757437977861	+	Uhrf1bp1l, 
chr10	89766950	89767050	N3-1-2	909	0.000604274996310532	-	Uhrf1bp1l, 
